start_s,end_s
5287.541010601621,5291.180997529162
5300.6209636269605,5305.1009475377805
5481.620313595357,5485.860298368098
5490.340282278918,5497.900255128426
5507.180221800839,5510.340210452221
5511.980204562432,5519.060179135781
5526.02015414009,5533.060128857093
5541.060100126415,5549.180070964776
5615.379833218411,5619.019820145952
5629.3397830833765,5634.419764839396
5655.259689995977,5660.699670459116
5678.0196082571965,5694.579548784692
5716.579469775326,5721.139453398839
5740.539383726943,5744.259370367178
5770.3392767051655,5776.259255444464
5787.73921421594,5793.179194679078
5807.699142532896,5817.779106332241
5825.779077601563,5829.979062517957
5919.05874260185,5922.178731396885
5939.0986706315,5945.098649083491
5956.418608429581,5959.098598804803
5961.658589610986,5966.09857366546
5982.218515773143,5991.378482876516
5992.098480290754,5994.9784699477095
6011.0184123427,6013.898401999655
6017.178390220077,6024.498363931506
6038.418313940125,6040.898305033615
6043.77829469057,6048.178278888698
6059.298238953053,6071.338195713382
6102.25808466931,6110.658054502097
6146.417926075964,6163.737863874045
6203.017722806412,6220.537659886227
6245.337570821122,6254.977536200655
6275.8574612135835,6280.097445986324
6286.137424294661,6293.017399586278
6312.457329770729,6317.137312963282
6322.217294719301,6327.777274751479
6345.697210394759,6353.017184106188
6371.777116732747,6377.617095759351
6381.257082686893,6415.536959575935
6448.096842642073,6453.976821525024
6474.576747543527,6478.216734471068
6490.896688932942,6497.936663649945
6520.9365810492445,6524.736567402172
6529.816549158191,6561.936433804516
6592.176325202551,6601.61629130035
6735.335811067057,6739.215797132678
6747.09576883296,6756.655734499799
6781.855643998161,6790.695612250761
6829.055474487157,6833.85545724875
6853.935385134747,6857.535372205942
6866.9753383037405,6873.575314600931
6901.215215336436,6905.65519939091
6929.3751142044475,6936.0950900706775
6957.695012497845,6962.454995403091
6969.974968396254,6976.934943400563
6996.334873728667,7001.094856633914
7014.8148073608,7018.894792708154
7055.934659685112,7084.534556972935
7104.094486726426,7107.934472935701
7113.774451962305,7120.774426822962
7140.174357151066,7144.4943416364995
7159.614287335517,7170.574247974487
7190.614176004137,7200.414140809055
7315.6937267999765,7318.533716600586
7327.133685715106,7335.253656553467
7358.493573090846,7362.773557719933
7371.613525972533,7378.693500545883
7406.693399988508,7411.0933841866345
7427.693324570476,7432.813306182842
7450.413242975349,7459.453210509682
7469.693173734413,7471.893165833477
7473.613159656381,7480.893133511463
7508.933032810435,7513.7730154283745
7526.932968166408,7533.692943888985
7547.012896052404,7561.852842756995
7583.572764753203,7590.252740763087
7594.69272481756,7597.4127150491295
7604.052691202666,7613.772656294891
7806.051965753031,7809.931951818652
7820.771912888582,7824.611899097857
7825.291896655749,7830.011879704648
7844.971825978279,7848.811812187553
7860.451770384416,7868.851740217204
7887.251674136643,7891.131660202263
7901.651622421421,7912.731582629432
7936.131498592196,7944.651467994024
7974.331361403206,7978.211347468827
7988.931308969718,7993.49129259323
8015.971211860024,8022.211189450095
