start_s,end_s
9690.685197379762,9693.965185600184
9704.645147244728,9713.285116215595
9731.685050135035,9736.885031460093
9747.964991668103,9750.084984054472
9752.524975291615,9758.96495216342
9776.604888812273,9779.524878325576
9790.32483953916,9794.764823593632
9810.164768287077,9814.404753059816
9830.64469473654,9837.60466974085
9862.484580388438,9866.00456774694
9886.164495345629,9889.084484858931
9904.884428115842,9913.804396081136
9939.404304142963,9944.324286473597
9967.764202292708,9971.204189938517
9981.564152732288,9999.044089955754
10029.64398006091,10033.64396569557
10079.523800925128,10088.043770326954
10116.923666609206,10122.443646785037
10151.963540768833,10156.483524536
10174.283460610239,10178.603445095672
10195.723383612021,10200.883365080734
10216.00331077975,10223.523283772913
10243.24321295179,10246.363201746824
10256.283166120784,10262.443143998162
10290.483043297132,10295.163026489685
10318.08294417629,10331.802894903178
10363.002782853531,10372.20274981325
10469.002402172038,10474.202383497099
10497.002301614664,10499.682291989886
10538.442152789748,10549.522112997758
10569.362041745675,10573.122028242256
10579.20200640694,10588.28197379762
10608.601900821697,10620.681857438372
10643.68177483767,10649.321754582543
10658.761720680342,10670.441678733552
10694.841591104981,10697.481581623857
10704.281557202781,10722.56149155318
10752.241384962363,10763.401344883066
10793.481236855714,10825.961120209158
10863.80098431305,10869.240964776187
10899.080857610756,10908.320824426823
10937.520719559845,10944.280695282423
10966.880614118256,10969.88060334425
10980.360565707062,10989.600532523127
