start_s,end_s
6309.146566762889,6316.553939798551
6329.266593521919,6332.403048771253
6340.043987623357,6352.08931044261
6370.173977944093,6377.01411971126
6394.765121760686,6397.83484391961
6404.508152960748,6418.522101947136
6440.043523604806,6457.927991835056
6475.745726974893,6479.582879673548
6577.947454939918,6581.250742915281
6600.436506408552,6604.2069260167955
6644.480346080062,6652.821982381484
6672.141212055578,6676.4788629323175
6695.26422788312,6700.769707842059
6713.081963022958,6715.083955735299
6719.788638609301,6723.492325127133
6735.304082129947,6739.374800645041
6744.913647149186,6748.617333667017
6762.097417930116,6765.300606269861
6771.473417132914,6785.854398116566
6806.207990692036,6812.2807019194715
6825.76078618257,6830.031703968898
6836.705013010035,6844.17911913611
6900.802146350164,6909.944579736522
6931.732933755838,6934.7359228243495
6941.943096588779,6961.495892079312
6994.228472926093,7010.211048079618
7041.108468940086,7061.995926238847
7071.171726170412,7080.981490460884
7097.764862699345,7103.537275019929
7131.631906083119,7135.368959146157
7141.541770009209,7145.745954705126
7177.143873743679,7181.681723891653
7187.887901299911,7194.194178343786
7225.625463927545,7245.111526327668
7281.881459144337,7286.085643840253
7315.548303256876,7319.118523593886
7325.224601366526,7347.713652835161
7386.285379092938,7390.122531791591
7412.111085082141,7419.918856660272
7435.134001274066,7448.18032044949
7471.770467909912,7502.968187677231
7525.223673329426,7530.595687107541
7534.532939441813,7537.602661600737
7637.6689306725975,7656.754594530251
7690.855203730465,7698.8965411250365
7729.493663078653,7733.330815777307
7739.5036266403595,7751.382116733585
7781.44537396391,7798.86271056128
7833.730750301225,7837.701369180702
7843.774080408138,7857.487730487675
7889.853279337194,7894.75816148243
7924.32092053467,7927.690941600445
7957.520633014331,7966.863265671924
8000.730309055698,8003.26616649133
8003.73329812421,8008.671546814652
8020.616769998289,8024.387189606531
8037.466875327162,8041.671060023078
8048.54456833545,8051.647657039579
8065.361307119118,8071.967883069844
8089.652152028859,8093.656137453541
8099.128250867275,8105.567994091973
8126.255252119499,8129.491807004451
8135.798084048327,8147.1093428730555
8170.866323059506,8174.70347575816
8192.387744717174,8205.333964256983
8227.02221864068,8233.395228774967
8250.54563301069,8254.149219892905
8260.989361660071,8288.116362912297
8304.399236972673,8306.43459623022
8320.848943759078,8341.5028352414
8370.731928841582,8373.601451729272
8380.208027679997,8383.377849474538
8398.559627543127,8402.463513332192
8407.768794019898,8417.845490672014
8535.99642724536,8539.900313034424
8545.939657716654,8560.120439429073
8585.345547604573,8600.961090760835
8629.189188004848,8643.10303735562
8674.434223303762,8677.870977459948
8684.444186865469,8692.48552426004
8724.050276024622,8731.991513783576
8744.971099868588,8759.485547033064
8778.904876342775,8781.941231956493
8790.38296789353,8799.12500273742
8826.752502167732,8830.155889778713
8835.928302099297,8839.598622071922
8935.560806083484,8939.431325327343
8965.123565135724,8968.62705238232
8975.033429061814,8982.440802097477
9004.496088478436,9015.907446938782
9057.949293897951,9061.853179687016
9090.214743111852,9095.920422342024
9123.848220679185,9126.984675928521
9134.25858278336,9138.195835117633
